id,name
1505,3.5mm gold-coated stereo jack
1506,Italian Leather
1507,Small front pocket.
1508,Front pocket for files.
1509,Back pocket for accessories.
1510,"Main compartment features an interior zipper pocket and an interior organizer for pens, business cards and small devices."
1511,Built-in high-density compartment protects laptops up to 15.4 in screen size.
1512,Case Type: 4U Rackmount
1513,"Material: Front Bezel- Plastic, Handle- SECC Zinc-Coated Steel, Main Chassis- 1.2mm SECC Zinc-Coated Steel ( Japan Made )"
1514,"M/B Type: ATX, Micro-ATX, Up to 12.0 x 9.6 inch"
1515,"External Bays: 1x 3.5'' Drive Bay; 7x 5.25"" Drive Bays"
1516,Internal Bays: 1x 3.5'' Drive Bay
1517,"11.5"" high"
1518,Water-repellant poly foam exterior
1519,100% nylon
1520,nylon lining
1521,"20"" shoulder drop"
1522,"Attachable strap is adjustable from a drop of 11"" to 25"""
1523,Coated cotton
1524,Polyester lining
1525,magnet snap closure
1526,"Shoulder strap length: 46"""
1527,1682 Ballistic Nylon
1528,"1680D Ballistic - Is a standard, even weave of durable nylon material originally specified by the Federal Government for military use. The term ""denier"" (D) refers to the size of the yarn used: the larger the denier, the bigger the yarn."
1529,Free Shipping on All Orders from Samsonite.
1530,Body Mounted Cameras
1531,Fashionable women's laptop tote bag glossy vinyl exterior
1532,Front pockets for easy access
1533,"Organizer for pens, change, phone, iPod and more"
1534,Removable shoulder strip for comfort transport
1535,"Fits 13"" Macbook Pro and smaller laptops"
1536,1680D Durable Ballistic Polyester
1537,"25"" shoulder drop"
1538,"18.5"" wide"
1539,Front exterior gusseted zipper pocket with organizer for business essentials
1540,100% Genuine leather
1541,"Generously padded built-in sleeve fits up to 17.3"" laptops"
1542,Shiny genuine leather body and carrying straps
1543,"Front purse pocket for cell phone, keys and boarding pass"
1544,"Deep inside pockets for mouse and charger, compartment for files and folders"
1545,Convenient backside strap slides over rolling luggage
1546,"5.5"" high"
1547,"3.75"" wide"
1548,Travel digital case
1549,For your camera
1550,Carabineer clips to larger bag
1551,"Multipurpose design is ideal for a variety of items: camera, credit cards, currency, identification, etc."
1552,Take photos directly through clear window
1553,Submersible to 9 feet/ 3 meters
1554,Camera Accessories
1555,Electronics Cases
1556,"12.5"" high"
1557,"Generously padded built-in sleeve fits up to 15.6"" laptops"
1558,Luxurious genuine leather body and carry handles
1559,"Front purse pocket for your wallet, phone, pens, keys and more"
1560,"Deep inside pockets for mouse and charger, along with room for folders, files and a book"
1561,Convenient backside strap secures the bag to rolling luggage
1562,Thunderbolt Cables
1563,Styrene Butadiene Rubber
1564,Eliminates need to remove Notebook during security screening
1565,"Fits Netbook to 10.2"" screen"
1566,Made from durable wet-suit material
1567,Exterior_Material - Ballistic Nylon
1568,Maximum_Screen_Size_Supported - 15.6&quot;
1569,Height - 11.8&quot;
1570,Width - 15.8&quot;
1571,Depth - 1.8&quot;
1572,"Made of High Quality Durable Plastic to Protect your device from bumps, dents, and scratches."
1573,Soft Padded Interior with restraint straps to prevent your device from falling out.
1574,Fishnet pocket allows for storage of chargers and accessories.
1575,Removeable carabineer allows you clip this case to your belt loop.
1576,(GPS Navigator NOT Included)
1577,"Dimensions: 15.75"" x 12"" x 4"""
1578,"Drop Length: Drop (distance from shoulder to top of bag): 29"" - 54"""
1579,Designed specially for iPod Touch 4/4G/ 4TH Generation with Cameras
1580,Durable textured silicone case
1581,"Protect your iPod from bumps and scratches, easily apply and washable."
1582,Access to all ports without removing the case.
1583,Included: One Silicone Case + One Screen Protector
1584,Durable TPU (Thermoplastic Polyurethanes) material gel case
1585,Included: One TPU Case + One Screen Protector
1586,Genuine Leather
1587,25 centimeters high
1588,48 centimeters wide
1589,"Compatible with DSLR, iPad, iPhone"
1590,"Durable, genuine leather construction"
1591,"Reversible ergonomic, padded across-the-body shoulder strap with one-handed adjustment slack pull and large side release buckle"
1592,Padded haul handle
1593,Padded DSLR camera and lens
1594,Compound Trinocular Microscopes
1595,External Solid State Drives
1596,Canvas
1597,Quality tested and ensured for maximum durability
1598,"Designed with only the toughest, roughest users in mind"
1599,Comfort and performance come hand in hand with rothco
1600,Camcorder Bundles
1601,14K white gold
1602,Size 7
1603,.98 ct. t.w. diamond stone
1604,Solitaire ring
1605,Satellite Dishes
1606,L-shaped opening
1607,"Padded with lightweight, protective foam"
1608,Accommodates most E-readers and Nintendo DS
1609,Inside pocket with name card
1610,"6.25"" W x 8.5"" H x 0.75"" D"
1611,Plastic and PCBA Circuitry
1612,"4"" wide"
1613,Active Circuitry onboard
1614,Display Port Male to DVI-D Female
1615,Compliant with Display Port Interoperability specification V1.1a 1 and 2 Lanes
1616,Supports AMD Eyefinity technology for multi monitor output.
1617,Maximum resolution is 1920x1200 (single link DVI-D)
1618,Mini Display Port Male to DVI-D Female
1619,Compliant with DisplayPort Interoperability specification V1.1a 1 and 2 Lanes
1620,95% Cotton-Canvas
1621,CHECKPOINT-FRIENDLY Netbook/iPad/e-Reader Sleeve design
1622,"100% PVC free, AZO-free, RoHS compliant"
1623,"Fits most 11.6"" Screens including MacBook Air 11-in, iPad, Tablets, Kindle DX and Netbooks"
1624,95% Polyester
1625,Fully padded slim brief style with large front accessory zipper pocket
1626,Detachable/adjustable/padded shoulder strap
1627,Dual carry handles
1628,"Water-resistant, high-density polyester construction with synthetic leather trim"
1629,"Fits most 14.1"" and some 14.5"" screen laptops and smaller"
1630,840D Ballistic Nylon
1631,Made in US
1632,"Fits most laptops up to 16"""
1633,Durable 1680D Ballistic Nylon exterior
1634,"Dedicated, padded computer compartment"
1635,Easy-access Workstation organizes your travel accessories
1636,"Interior file section for folders, binders, magazines, etc."
1637,"2.5"" wide"
1638,"Lightweight, protective and semi-rigid high-density molded foam construction"
1639,360 degree protection
1640,"Detachable, padded non-slip shoulder strap"
1641,Internal organizational pockets allow you to organize and securely carry other items.
1642,Top grain napa
1643,"Large capacity, double gusset top zip construction with a fully lined interior."
1644,Front exterior features two mesh pockets that include an organizer to hold a variety of business essentials.
1645,Rear compartment with a file divider.
1646,Easy access front and rear exterior zipper pockets.
1647,A TOP Blue Crab Gift for A Man or Woman!
1648,This Sturdy Blue Crab Laptop Computer Bag is Loaded with Pockets and Organizers - Expandable!
1649,"Great As A Backpack Alternative, This Blue Crab Messenger Bag Features Strong 600 Denier Fabric and a Padded, Removable Shoulder Strap!"
1650,Easy-Access Organization Panel Under the Main Flap!
1651,"Your Satisfaction is Guaranteed by Broad Bay Cotton Company of Virginia Beach, VA Since 1989. We Truly Appreciate Your Business! 800-676-8337 M-F 9-5 EST"
1652,A TOP Peace Frogs Gift for A Man or Woman!
1653,This Sturdy Peace Frogs Laptop Computer Bag is Loaded with Pockets and Organizers - Expandable!
1654,"Great As A Backpack Alternative, This Peace Frogs Messenger Bag Features Strong 600 Denier Fabric and a Padded, Removable Shoulder Strap!"
1655,Premium quality SuperSpeed USB 3.0 Type A to A M/M device cables
1656,"Double-shielded, twisted-pair data wiring minimizes cross talk for error free SuperSpeed data transfer rates"
1657,Support data transfer rates up to 4.8Gbps
1658,Backwards compatible with computer USB 2.0 and USB 1.1 ports - these cables also allow connection of USB 3.0 devices to legacy USB 2.0 computers
1659,EVA Foam
1660,Form-fitting sleeve ensures a precise fit for your netbook with up to an 11.6 inch display
1661,A seamless wrap of Impact Foam padding provides top to bottom protection
1662,Woven webbing along each side adds subtle texture to the otherwise clean design
1663,Quick top-loading access through envelope-style design
1664,Slim-line design allows this case to be carried solo or fit in your favorite bag
1665,Arm & Wristband Accessories
1666,IR Illuminators
1667,Durable oxford nylon fabric feels smooth and has a subtle sheen.
1668,XS Quickie is our best iPad solution. It fits an iPad with just a touch of room to spare.
1669,Laptop love-glove is studded for intense laptop protection.
1670,Special pocket for storing power brick and cords.
1671,"Additional pockets for stashing gadgets, pens, and papers."
1672,"Shoulder strap length: 36"""
1673,two interior multi-function pockets
1674,Four small exterior pockets
1675,cotton
1676,Perfect for carrying your laptop and other everyday items safely and comfortably
1677,Large main compartment with zippered pouch and padded sleeve with strap to secure a laptop
1678,Brown leather trim bottom and accents
1679,2 antique brass closures
1680,"Measures: 15"" X 11"" X 5"""
1681,Camera Cranes
1682,Digitizers
1683,Fits MacBook 13.3-Inch
1684,High Density Foam Protection System
1685,EZ-GripTM handle system
1686,External fur-lined pocket for iPhone
1687,Mesh padded handle
1688,Telescopic handle
1689,Hidden padded straps
1690,Matte black hardware
1691,Mesh side pockets
1692,"14.25"" high"
1693,Patented 2-in-1 Removable Wheel and Handle System briefcase.
1694,"Fly-Through Checkpoint-Friendly design with secure, removable padded sleeve that fits laptops up to 15"""
1695,Flapover front pocket with key lock for added security.
1696,"13.25"" high"
1697,"Fly-Through Checkpoint-Friendly design with secure, removable padded sleeve that fits laptops up to 15.4."
1698,Flap over front pocket with key lock for added security
1699,Fly-Through Checkpoint-Friendly Ladies Laptop Case
1700,"Fly-Through Checkpoint-Friendly design with secure, removable padded sleeve that fits laptops up to 15"
1701,Two small front pockets with turn locks
1702,Main compartment divided by secure zipper pocket
1703,"Dedicated, padded computer compartment fits laptops up to 14.1-Inch. Laptop compartment dimensions- 11.3-Inch x 1.5-Inch x 13.8-Inch"
1704,Checkpoint friendly design allows for faster screening at airport security checkpoints. No need to take your computer out of the bag
1705,Loads of interior pockets to carry your gear
1706,Ergonomic backing and shoulder straps for maximum comfort
1707,Lifetime Warratny
1708,Quilted ripstop lining
1709,"18.5"" shoulder drop"
1710,Durable form-fitting cotton canvas construction with weather resistant coating
1711,Fits up to 15 in. laptop screen.
1712,Cloth Tie straps to hold laptop secure.
1713,3 compartments for documents.
1714,1 zippered pouch and sleeves for pens#47;pencils.
1715,Made of Vinyl and silicone handles.
1716,Systems
1717,"The Alicia Klein Tablet Bag is for everyone! Men, women, students - comfortably and stylishly carry your iPad, Kindle, Surface or any size tablet or small notebook."
1718,"This simple-but-luxurious cross body bag, made of genuine cowhide leather, is soft to the touch, durable, and will hold up beautifully for years!"
1719,"Wear as a crossbody bag, over the shoulder, or completely remove the adjustable nylon strap to use as a travel case."
1720,"The top zipper opening runs 3 inches down each side, providing a wider opening to easily slide your Kindle, tablet or notebook inside - even if it's inside a case!"
1721,"A soft microsuede lines the double pocket interior, protecting your screen from scratches, and the outside back zipper pocket is perfect for storing your accessories."
1722,Graphics Card Fans
1723,Dimensions: 13w x 8d x 19.5h in
1724,Constructed out of 900d polyester
1725,Select from available colors
1726,Featuring a pull up handle with rolling wheels
1727,Large padded main compartment for easy storage
1728,Kick-Panel Enclosures
1729,fabric lining
1730,Made of top grain leather
1731,"Fly-through checkpoint-friendly design with secure, removable padded sleeve that fits laptops up to 15.5"". patented 2-in-1 removable wheel and handle system."
1732,Carpet & Vinyl
1733,Fits MacBook 15-Inch
1734,"Nylon,Plastic"
1735,Buckle closure
1736,Spot Clean Only
1737,Poly Vinyl Chloride
1738,Hand Wash
1739,"Protects iPad from water, dirt, dust or sand"
1740,Air and water-tight
1741,Pillow insert allows pouch to float on water's surface
1742,Touch screen is accessible through pouch
1743,"Includes 8.5"" carry strap"
1744,Padded with Nylon Lining
1745,Exterior File Pocket to Organize Important Papers
1746,Interior Accessory Pockets
1747,Adjustable Detachable Shoulder Strap
1748,Computer compartment dimensions: 16.5 inches (L) x 12.5 inches (H) x 2.5 inches (D) Fits most 17-inch laptops
1749,Surround Processors
1750,Sandbags
1751,Hand wash
1752,"8.5"" wide"
1753,"BUILT Neoprene Slim Sleeve for all iPads, Graphite Grid"
1754,Made of durable Neoprene (the wetsuit material) backed by a plush inner lining designed to safeguard the contents
1755,Zipper-free opening and bottom grips ensure easy insertion and removal of iPad
1756,Complete notebook protection - Custom fit for 15 MacBook Pro
1757,Plush faux-fur interior
1758,Perforated trim details
1759,Heavy-duty custom YKK zipper pulls with closed-seam construction
1760,Bags
1761,Radio Scanners
1762,Microscope Accessories
1763,Charging Cradles &  Stations
1764,Blue Yurbuds / Black Earphones include blue zippered carring case.
1765,Pink Yurbuds / Black Earphones include pink zippered carring case.
1766,"Size : 17.5w x 12.5h x 4d in. / Fits 17"" Laptop Case or Smaller"
1767,Material : Canvas / Padded on inside to protect laptop
1768,Attachable Shoulder Strap Included (adjustable messenger style strap)
1769,Lots of Pockets
1770,Color: Blue Trim
1771,Traffic Message Channel (TMC) Receiver Modules
1772,2 in 1 Laptops
1773,Two top zipper compartments front slip pocket
1774,Padded main compartment with iPad/e-reader sleeve
1775,Exterior cell phone holder with magnetic snap adjustable padded straps
1776,Teleprompters
1777,Single Board Computers
1778,Virtual Reality
1779,Italian calfskin
1780,flap closure
1781,"9.75"" high"
1782,"8"" wide"
1783,"11"" x 15"" x 7"" with 28"" adjustable straps"
1784,"Side-zip padded laptop sleeve fits a 15"" computer and file folders"
1785,Zip-down area on front of bag includes an ID window card slot zippered and slip pockets and four pen holders
1786,One slip pocket on each side of front zip-down area
1787,Sleeve on back slips securely atop rolling luggage handle
1788,"Flexible steel headband covered with coated canvas, Fully articulating earcups offer a wide range of adjustment"
1789,"Suede covered foam on earcups, Custom tuned high-performance audio drivers"
1790,Hidden joints and gentle curves maintain a clean and seamless profile
1791,Flex Cables
1792,Designed to fit SLR camera with lens (up to 70-200mm) attached
1793,"Adjustable divider system provides customizable organization for 2-3 additional lenses, flash, and other camera accessories"
1794,15 inch MacBook Pro or 14 inch PC fit in the padded laptop compartment
1795,"Unzip side pocket, slide your tripod inside, and secure it at the top with the adjustable buckle (serves as additional accessory storage when not using a tripod)"
1796,"Weather hood fits snugly over the bag to protect from the elements (when not in use, roll into its stuff sack for storage)"
1797,A TOP Tri Delt Gift for A Man or Woman!
1798,This Sturdy Tri Delt Laptop Computer Bag is Loaded with Pockets and Organizers - Expandable!
1799,"Great As A Backpack Alternative, This Tri Delt Messenger Bag Features Strong 600 Denier Fabric and a Padded, Removable Shoulder Strap!"
1800,N/A
1801,"7"" wide"
1802,"Compatible with PC, MacBook, and Ultrabook"
1803,"Reduces interference, delays, and signal drops"
1804,Range of 33 ft.
1805,100% leather
1806,No closure
1807,"9.5"" high"
1808,"7.5"" wide"
1809,Fully felt lined
1810,"1.3"" wide"
1811,Padded compartment protects laptops up to 16.
1812,Front zippered pocket.
1813,Interior features blue mesh lining.
1814,Neoprene body.
1815,"12.5""H x 16.5""L x 1""W"
1816,5 Year Warranty
1817,1680D high quality polyester
1818,Padded shoulder strap with chest belt.
1819,Handle on the top
1820,heavy duty zipper
1821,"CHECKPOINT-FRIENDLY, ultra-thin, and sophisticated design"
1822,"Made of METRIC 66 protective foam material which is moldable, breathable and lightweight with a sophisticated look and feel and free of harmful substances"
1823,Soft polyester material for scratch protection
1824,"Fits Kindle Fire, current generation Kindle, Kindle Touch/3G, and Kindle Keyboard/3G. Also fits Nook Touch Reader and Nook Color Tablet, other 6 to 7-inch screen size Tablets and eReaders"
1825,"Also compatible with the Kindle Fire HD 7"""
1826,Matte Boxes
1827,Hardside/ABS Plastic
1828,600D Nylon
1829,Made from durable and water-resistant 600D polyester
1830,Ergonomic shoulder straps with moisture wicking mesh back panel
1831,Interior organizer pockets for all your mobile accessories/gadgets
1832,Fully padded laptop pocket fits most 15.6-in screens
1833,"Dual side mesh pockets, side adjuster straps to secure interior load"
1834,Compatible with Apple IPod/IPhone and MP3 Player
1835,Durable nylon Packcloth material
1836,"Two sizes: Small (8""h x 5""w x 3""d) & Large (10""h x 7""w x 3""d)"
1837,100% Made in America
1838,"Fleece-lined interior, for protection & insulation"
1839,Machine washable & water-resistant
1840,"Adjustable shoulder strap, plus belt-loops. Main compartment, plus flat front pocket."
1841,"Notebook dimension: up to 10,2' / up to 27,5 cm x 20 cm x 3,5 cm"
1842,Measure (Sleeves): 28 cm x 21 cm
1843,Hydrophobic neoprene material; Anti-Shock-System
1844,High quality dual zipper
1845,Printing on both sides
1846,"MySleeveDesign 15 Inch Neoprene Laptop Sleeve offers great design & strong protection - This bag is available on Amazon in the following sizes: 10"", 12"", 13"", 14"", 15"", 17"""
1847,"Notebook dimension (in inches) up to: 15.6 inch: 15"" x 11"" x 1.6"""
1848,"Measure Sleeves (in inches): 10.2 inch: 15.6 inch: 15.2"" x 11.8"""
1849,Hydrophobic neoprene material / Anti-Shock-System
1850,High quality dual zipper / Printing on both sides
1851,"Notebook dimension: up to 13,3' / up to 33,5 cm x 25 cm x 4 cm"
1852,"Measure (Sleeves): 34 cm x 25,7 cm"
1853,"MySleeveDesign 17 Inch Neoprene Laptop Sleeve offers great design & strong protection - This bag is available on Amazon in the following sizes: 10"", 12"", 13"", 14"", 15"", 17"""
1854,"Notebook dimension (in inches) up to: 17.3 inch: 16.2"" x 11.8"" x 1.6"""
1855,"Measure Sleeves (in inches): 17.3 inch: 17.3"" x 13"""
1856,"Dimensions: 9.75"" x 8.75"" x 0.9"""
1857,Origin: Imported
1858,"VanGoddy Laurel Bag, designed to fit and provide your camera superior protection"
1859,Weather and scratch resistant nylon exterior with shock absorbent padded interior
1860,Compact yet roomy enough to accommodate a wide range of essential accessories
1861,Heavily padded shoulder strap and top carrying handle let you carry with comfort
1862,Approximate dimensions: Interior 7.25 x 5.5 x 3.75 in | Exterior 7.25 x 6.57 x 4.5 in
1863,USB Beverage Warmers
1864,Video Multiplexers & Quads
1865,Heavy Duty RG59 Coaxial Video With RCA Connectors
1866,Vangoddy Laurel Luxury Reinforced Camera Bag!!!
1867,Unique flip-out design!!!
1868,Stylish color and luxury lining compliments your Camera like no other on the market!!!
1869,"Exterior compartment allows you to carry accessories such memory card, batteries, and chargers!!!"
1870,Removable shoulder strap for convenient travel!!!
1871,Vegan Leather
1872,Leather-like exterior is heat molded/pressed polyurethane and seamless (no stitching).
1873,Adds only approx. 1mm to each side of the Kindle Fire.
1874,Sturdy case provides superior protection.
1875,"Lush microfiber features slots for credit cards, money, etc. Simple magnetic clasp closure."
1876,Innovative polymer contact sheet holds the Kindle Fire securely in place.
1877,"4"" high"
1878,Exterior_Material - Polyester
1879,Compartment_Height - 11.70&quot;
1880,Compartment_Width - 16.40&quot;
1881,EVA Molded
1882,None coating
1883,EVA molded to protect your telescope with a hard yet flexible shell
1884,The case also comes with a convenient storage zipper pocket that holds all your telescope's standard accessories with room to expand.
1885,Two dense foam spacers and a built-in compression strap designed to customize the case for each telescope model.
1886,HDD Cooling Fans
1887,Follow-Focus Levers
1888,Surveillance Accessories
1889,"Pockets throughout for organization, including a tablet pocket"
1890,Document compartment and padded laptop compartment
1891,Integrated cord and headphone jack
1892,Padded back panel
1893,Zippered stash pocket
1894,Limited warranty does not cover products purchased from 3rd party sellers
1895,Metal
1896,"2.87""x.31""x.31"""
1897,Quick access dual front pockets.
1898,Built-in padded high-density laptop compartment that protects laptops up to 15.4 screen size
1899,"Interior organizer with storage space for media devices, business cards, key holder and pens"
1900,20.3 centimeters high
1901,14 centimeters wide
1902,Holds SLR camera body with attached lens and up to two additional lenses and accessories
1903,"Unique hammock system suspends DSLR above the bottom of case, providing superior impact protection"
1904,"Hammock sides lift for additional lens, flash or accessory storage"
1905,36.1 centimeters high
1906,16 centimeters wide
1907,"Designed to fit an SLR camera with standard zoom lens attached plus one additional lens, flash or other accessories"
1908,"Upper compartment stores personal items such as a jacket, sunglasses or a snack"
1909,Supple drum dyed top grain cowhide
1910,Pocket on the front equipped with the latest RFID wave blocking technology
1911,Accommodates up to 15.6 laptops
1912,Zippered main compartment
1913,Zippered organizer on the front
1914,Two zippered side pockets
1915,Cooling Fans
1916,Ultra high-performance 1680 denier ballistic nylon
1917,Accommodates up to 17 laptops
1918,Divided compartment for legal size folders
1919,Organizer on the front
1920,Retractable push-button locking handle
1921,Wheel/corner protectors and rear kick plate
1922,DATs
1923,35.1 centimeters high
1924,7.9 centimeters wide
1925,Padded Notebook Compartment Walls Provide Extra Protection
1926,Slip Pocket Keeps Documents Separated From Other Items In Bag
1927,Front Pocket Panel Provides Basic Organization For Small Daily Accessories
1928,Fleece lined frame protects iPad
1929,Magnetic frame wakes and sleeps your iPad
1930,Velcro lined frame provides easy angle adjustment
1931,Rear opening allows for camera operation without removing the case
1932,5 year warranty
1933,Convenient and Useful
1934,"Sized for all popular tablets and a 14.1"" laptop or 15"" MacBook Pro. Laptop compartment dimensions- 10 x .95 x 14.5"
1935,Premium ballistic nylon with matching PU-Leather trim
1936,"Interior pockets for wallet, pens, phone"
1937,Draw-string opening with a buckled flap
1938,Quilted back panel for comfort
1939,Works With Smart Cover
1940,Fits The Ipad 2 & 3rd Gen
1941,"Revolutionary Rotating Disk-flips, Spins & Turns"
1942,Turns For Optimal Viewing & Easy Manipulation Of The Touchscreen
1943,Conforms To The Ipad Shape With Shock-absorbing Properties
1944,Molded Ridges At The Edges For Grip & Tabletop Stability
1945,Thermoplastic Abs Is Sturdy & Durable
1946,"Rotating disk - flip it, spin it, turn it, share it"
1947,Comfortably use your iPad while turning it for optimal viewing and easy manipulation of the touch screen
1948,Conforms to the iPad shape with shock-absorbing properties
1949,Molded ridges at the edges for grip and tabletop stability
1950,Thermoplastic ABS is sturdy and durable
1951,"Revolutionary Rotating Disk - flip it, spin it, turn it, share it"
1952,ABS Plastic
1953,Converts 220V foreign electricity to 110V
1954,High/low power selector switch
1955,"0W-25W low setting for shavers, battery chargers, etc."
1956,"26W-1,875W high setting for irons, hair dryers, etc."
1957,Includes 5 adapter plugs & zippered travel pouch
1958,"Keep all your necessities within reach during your flight. Slides easily over seat back tray or magazine pouch so you can easily access your medication, netbook, iPad, e-reader or other personal items. Spend less time digging through bags and more time enjoying the ride."
1959,Zippered gusset expands for additional room.
1960,Adjustable shoulder strap for comfortable carrying.
1961,Designed and engineered to support mobile workers.
1962,"1,680D poly/900D poly"
1963,Unzips to expand for greater capacity; padded pockets for small electronics
1964,Interior padded laptop compartment with tablet/e-reader sleeve
1965,Deluxe organization panel; easy-access zippered pockets
1966,Rear compartment for files; attachment strap to fit over most luggage trolley handles
1967,"Detachable, adjustable, padded shoulder strap"
1968,Dimensions: 12w x 7.25d x 19h in
1969,Made out of 600d polyester and 420d jacquard nylon
1970,Rear zippered storage for devices up to 17 in
1971,Padded shoulder straps that can be altered for comfort
1972,"1. Sleek and stylish design,the surface is very smooth;"
1973,2. Bluetooth wireless transmission. You can communicate with devices which have built-in Bluetooth in the range around you;
1974,"3. Portable number pad,Exclusively for Bluetooth mobile and desktop computers"
1975,4. Thin profile that is easy to take on the go;
1976,"5. Stylish, thin and lightweight. Half as thin as most folios for the Samsung Galaxy Tab 7.7 inch;"
1977,Plastic
1978,"Economical, sensitive microphone for recording phone conversation"
1979,Works great with landlines and cell phones
1980,"Records directly to voice recorder, Recording Device"
1981,Includes all necessary adapters
1982,Transcription Software Not Included
1983,Security Monitors & Displays
1984,600D/Nylon Mesh
1985,Velcro open main compartment/front flap
1986,Front zippered pocket on flap
1987,Organizer under the flap
1988,Adjustable shoulder strap
1989,"Headphone port. Size: 14.00""L x 11.00""H x 1.00""D inch"
1990,Quick access front pocket is secured with a key lock
1991,Small front pocket secured by flap with turn lock
1992,Double compartment divided by secured zipper pocket for important documents
1993,"Built-in high-density laptop compartment that protects laptops up to 15.4"" in size"
1994,Dimensions: (L) 19.5 inches x (W) 15 inches x(D) 8.5 inches
1995,Removable rain cover
1996,Chest and waist strap
1997,Padded back
1998,Battery type: Lithium Charging Time: 4 hours Output Voltage: 5.5V
1999,Magnetic closure
2000,"12.5"" shoulder drop"
2001,"8"" high"
2002,Frame protects Kindle Fire & Nexus 7
2003,Adjust to multiple viewing angles
2004,"12"" wide"
2005,"Dedicated compartments protect both a laptop with a 15-16 inch screen and an iPad or 10.1"" tablet"
2006,"Full-size document compartment, Luggage strap securely attaches briefcase to most rolling luggage"
2007,"Smart Organization panel provides a place for all your electronics, gadgets and accessories"
2008,"100% Brand New and high quality case,This sleeve can be use as mouse pad also."
2009,"Double zipper design, more convenient to use,Smart-design:Handle inside case be use as sleeve or Hand bag"
2010,"Waterproof breathable, soft and flexible feel good,Can be repeated cleaning, easy to dry. Never Fade"
2011,"Light-weight and Super soft NEOPRENE Durable material,protect your laptop from scratching, Shock and dust"
2012,"Dimension :about 390mm(15.5 inch) x 300mm(12 inch);Compatible with :all 15""/ 15.4""/ 15.5""/ 15.6"" laptop"
2013,100% Nylon
2014,elastic closure
2015,Finished interior
2016,Interior device holder
2017,Genuine full grain leather
2018,Handcrafted
2019,Easy access front zip pocket
2020,Three computer cable pockets
2021,Rear exterior large zip pocket
2022,Premium quality large hemp backpack
2023,"13"" x 17"" x 6"""
2024,Made of eco friendly hemp
2025,Fair labor product
2026,Black color
2027,"MySleeveDesign 12 Inch Neoprene Laptop Sleeve offers great design & strong protection - This bag is available on Amazon in the following sizes: 10"", 12"", 13"", 14"", 15"", 17"""
2028,"Notebook dimension (in inches) up to: 11.6 - 12.1 inch: 12.2"" x 9"" x 1.6"""
2029,"Measure Sleeves (in inches): 11.6 -12.1 inch: 12.6"" x 9.4"""
2030,"Noise Cancelling blocks out ambient noise. Bluetooth 3.0 Wireless Connectivity with CD Sound Quality for Premium, CD Quality Audio over Bluetooth (Bluetooth with aptX). Integrated Amplifier. Memory-foam, pentagonal-shaped ear pads provide superior comfort. Two-axis ear cup articulation for a perfect fit. Black Protein Leather with exposed stitching. Adjustable metal slider. Bluetooth 3.0 Wireless Connectivity, Integrated controls & microphones for superior mobility, ease of use, and convenience. Denon's patent-pending Control Wheel for control of iPod, iPhone, iPad, and other mobile devices via Bluetooth."
2031,Digital-to-Analog Converters
2032,Stands & Hangers
2033,Steel
2034,Superior strength lockhead to resist tampering
2035,Push button design for one hand operation to easily install lock
2036,Keyless 4-wheel combination
2037,Easily resettable
2038,Full electronics capacity with integrated pockets for both a 17.3 inch laptop and an iPad/tablet (encased or not)
2039,"Durable, water-resistant materials protect this backpack from daily wear and tear"
2040,"Designed to load easily into overhead bins and small spaces, with a tapered streamlined body plus top and bottom grab handles"
2041,"Clips, Arm & Wristbands"
2042,Adjustable shoulder strap with comfort patch
2043,Feminine color with fantastic graphic designed screen
2044,"Fit Laptop size: Small 13"", Medium 15.6"", Large 17.3"""
2045,Classic styling with fashion-inspired materials
2046,Padded compartment for laptop and/or Ultrabook
2047,Poly-fur lined pocket specifically for an iPad or tablet
2048,Zip-down workstation
2049,Separate accordion file section
2050,1680D & Dobby Polyester
2051,"Fits most laptops up to 17.3"""
2052,iPad/Tablet pocket
2053,Triple compartment flapover construction with fully lined interior
2054,Includes an open top pocket and a gusseted zipper pocket that has an organizer to hold a vareity of business essentials
2055,Gusseted rear comaprtment is open to store files and folders
2056,25.5 centimeters high
2057,20 centimeters wide
2058,Durable polyester^Secure elastic closure^Full fleece interior
2059,USE: Ideal speaker system for laptops and digital media players
2060,ULTRA PORTABLE: Powerful palm size with speakers that pop-up
2061,RECHARGEABLE: lithium battery for 10+ hours play Recharge via USB 3 hours
2062,VOLUME: Built-in volume control
2063,CONNECTIVITY: Suitable for use with all 3.5mm (1/8) audio devices
2064,synthetic
2065,"Provides a smooth, pen-like writing experience"
2066,"Premium aluminum casing in 5 vibrant, metallic colors"
2067,Perfect for learning / drawing apps
2068,Compatible with all capacitive touch screen devices
2069,"Provides a smooth, pen-like writing experience for your Kindle Fire, Kindle Fire HD, or Kindle Paperwhite"
2070,Record Cleaners & Cleaning Supplies
2071,Genuine Leather with Nylon Lining
2072,Luxury Leather materials and signature embossed lining for chic style and sophistication
2073,Zippered main compartment includes separate padded laptop section and accessory pockets
2074,"Two oversized zippered sections feature multiple interior storage pockets for shoes, clothes, personal items, and technology"
2075,Padded long shoulder straps add comfort
2076,Side slip pockets are perfect for quick-access
2077,Large zippered pocket with cell phone and accessory storage
2078,Features dual carry handles and padded/removable shoulder strap
2079,Constructed of durable nylon material
2080,UNIVERSAL FIT technology gives you the flexibility to use one case for countless brands and models of tablets.
